,tweet_id,text,name,stage,year,month,day,rating,jpg_url,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count
10,888078434458587136,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,Gerald,None ,2017,7,20,12.0,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French bulldog,0.995026,True,pug,0.000931908,True,bull mastiff,0.000903211,True,21702,3509
11,887705289381826560,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,Jeffrey,None ,2017,7,19,13.0,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,basset,0.821664,True,redbone,0.0875815,True,Weimaraner,0.026236400000000003,True,30091,5411
12,887343217045368832,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,,None ,2017,7,18,13.0,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican hairless,0.330741,True,sea lion,0.275645,False,Weimaraner,0.134203,True,33573,10435
13,887101392804085760,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,,None ,2017,7,18,12.0,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,0.733942,True,Eskimo dog,0.0350295,True,Staffordshire bullterrier,0.029704700000000007,True,30444,5982
14,886983233522544640,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,Maya,None ,2017,7,17,13.0,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,0.793469,True,toy terrier,0.143528,True,can opener,0.0322529,False,35052,7805
15,886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",Mingus,None ,2017,7,16,13.0,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,0.309706,True,Great Pyrenees,0.186136,True,Dandie Dinmont,0.08634630000000001,True,12027,3305
16,886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,Roscoe,pupper,2017,7,15,12.0,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston bull,7.55616e-05,True,21129,3207
17,885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,Jimbo,None ,2017,7,14,12.0,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese mountain dog,0.00623915,True,32591,6838
18,885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,Maisey,None ,2017,7,13,13.0,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,0.369275,True,Labrador retriever,0.265835,True,kuvasz,0.134697,True,35883,6453
19,885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,,None ,2017,7,12,13.0,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,0.8124819999999999,True,Siberian husky,0.0717125,True,Eskimo dog,0.0557697,True,21883,4397
20,884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,Kevin,None ,2017,7,11,13.0,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,0.5464060000000001,True,French bulldog,0.404291,True,Brabancon griffon,0.0440019,True,24229,4884
21,884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",,None ,2017,7,10,14.0,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,26904,5668
22,883482846933004288,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",Bella,None ,2017,7,8,13.5,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden retriever,0.943082,True,Labrador retriever,0.032409,True,kuvasz,0.00550072,True,45821,10006
23,883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",,None ,2017,7,7,13.0,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden retriever,0.949562,True,Labrador retriever,0.045947900000000014,True,kuvasz,0.00247094,True,37110,6696
24,882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,Rusty,None ,2017,7,6,13.0,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo dog,0.466778,True,Siberian husky,0.406044,True,dingo,0.07341439999999999,False,23887,3936
25,882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,Gus,pupper,2017,7,6,12.0,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador retriever,0.85005,True,Chesapeake Bay retriever,0.074257,True,flat-coated retriever,0.015579399999999997,True,28237,4942
26,882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,Stanley,None ,2017,7,5,13.0,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,27820,6116
27,882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy ?? https://t.co/fYP5RlutfA,Alfy,None ,2017,7,4,13.0,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden retriever,0.762211,True,Labrador retriever,0.0989849,True,cocker spaniel,0.0171995,True,44855,11648
28,881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,Gary,None ,2017,7,3,13.0,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,0.529012,True,Afghan hound,0.25000300000000003,True,golden retriever,0.16073900000000002,True,50420,10714
29,880872448815771648,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,,None ,2017,6,30,12.0,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,0.791416,True,Norwich terrier,0.0613929,True,Chihuahua,0.0337257,True,21241,3834
30,880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,Bella,None ,2017,6,29,12.0,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden retriever,0.913255,True,Labrador retriever,0.0263286,True,cocker spaniel,0.00937082,True,28442,6303
31,880221127280381952,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,Jesse,None ,2017,6,29,12.0,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525803,True,26997,4250
32,879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,Romeo,None ,2017,6,28,13.0,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,0.813507,True,beagle,0.146654,True,cocker spaniel,0.00948502,True,22248,3508
33,879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,Bailey,None ,2017,6,27,12.0,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German short-haired pointer,0.479896,True,vizsla,0.124353,True,bath towel,0.0733202,False,23347,3196
34,878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",Shadow,None ,2017,6,23,13.0,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,0.32042,True,collie,0.215975,True,Appenzeller,0.12850699999999998,True,7740,1300
35,878057613040115712,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,Emmy,None ,2017,6,23,14.0,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French bulldog,0.839097,True,Boston bull,0.07879939999999999,True,toy terrier,0.0152434,True,41954,6872
36,877736472329191424,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,Aja,None ,2017,6,22,13.0,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake Bay retriever,0.8379559999999999,True,Labrador retriever,0.0620342,True,Weimaraner,0.0405991,True,79741,19237
37,877556246731214848,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,Penny,None ,2017,6,21,12.0,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,0.995368,True,Welsh springer spaniel,0.00193621,True,bathtub,0.000467919,False,22692,3840
38,877201837425926144,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,Nelly,None ,2017,6,20,12.0,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,0.93112,True,Cardigan,0.0686982,True,basenji,8.17379e-05,True,27076,5629
39,876838120628539392,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,Ginger,pupper,2017,6,19,12.0,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,0.575751,True,redbone,0.24097,True,Tibetan mastiff,0.08893480000000001,True,20624,3377
40,876484053909872640,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,Benedict,None ,2017,6,18,13.0,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden retriever,0.874566,True,Irish terrier,0.0373542,True,chow,0.016723599999999998,True,18726,2416
41,876120275196170240,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",Venti,None ,2017,6,17,13.0,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese mountain dog,0.534327,True,Saint Bernard,0.346312,True,Greater Swiss Mountain dog,0.0949327,True,27865,4716
42,875747767867523072,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",Goose,None ,2017,6,16,13.0,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador retriever,0.799551,True,Chesapeake Bay retriever,0.179975,True,vizsla,0.0046176,True,25156,4326
43,875144289856114688,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,Nugget,None ,2017,6,15,13.0,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian husky,0.245048,True,Pembroke,0.223716,True,dingo,0.160753,False,21884,4963
44,875021211251597312,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,,None ,2017,6,14,12.0,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West Highland white terrier,0.7143189999999999,True,Siberian husky,0.0919133,True,Great Pyrenees,0.0460382,True,25446,4754
45,874680097055178752,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,Cash,None ,2017,6,13,12.0,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador retriever,0.836052,True,Staffordshire bullterrier,0.0470691,True,beagle,0.0360071,True,27801,4687
46,874296783580663808,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,Jed,pupper,2017,6,12,13.0,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,cocker spaniel,0.437216,True,miniature poodle,0.277191,True,toy poodle,0.157402,True,26044,4144
47,874057562936811520,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",,None ,2017,6,12,12.0,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,flat-coated retriever,0.8321770000000001,True,black-and-tan coonhound,0.040436900000000005,True,Newfoundland,0.0282283,True,22638,3982
48,874012996292530176,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",Sebastian,puppo,2017,6,11,13.0,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan,0.806674,True,Pembroke,0.116622,True,kelpie,0.0491819,True,34657,10559
49,873213775632977920,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",Sierra,pupper,2017,6,9,12.0,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,Chesapeake Bay retriever,0.0126763,True,7249,1602
50,872967104147763200,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,,doggo,2017,6,9,12.0,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,Labrador retriever,0.476913,True,Chesapeake Bay retriever,0.174145,True,German short-haired pointer,0.0928614,True,27399,5457
51,872820683541237760,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",,None ,2017,6,8,13.0,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,pug,0.99912,True,French bulldog,0.00055192,True,bull mastiff,7.28904e-05,True,14724,3725
52,872620804844003328,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,Monkey,None ,2017,6,8,13.0,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,cocker spaniel,0.513191,True,Sussex spaniel,0.159088,True,standard poodle,0.149509,True,20809,3752
53,872486979161796608,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,,None ,2017,6,7,12.0,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,Pembroke,0.931861,True,Cardigan,0.0377212,True,Chihuahua,0.0119667,True,40753,9102
54,870374049280663552,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,Zoey,None ,2017,6,1,13.0,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,golden retriever,0.841001,True,Great Pyrenees,0.0992784,True,Labrador retriever,0.0326213,True,83101,26683
55,869772420881756160,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",Dewey,None ,2017,5,31,13.0,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,Pembroke,0.980148,True,Cardigan,0.0192711,True,malamute,0.00013626,True,42684,10249
56,869227993411051520,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,Gizmo,None ,2017,5,29,13.0,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,Pembroke,0.664181,True,Chihuahua,0.169234,True,Cardigan,0.1327,True,20601,3868
57,868622495443632128,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,,None ,2017,5,28,13.0,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,Labrador retriever,0.868107,True,Great Pyrenees,0.060973,True,Saint Bernard,0.0334889,True,27476,5907
58,868552278524837888,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",Cooper,None ,2017,5,27,12.0,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,whippet,0.378151,True,Italian greyhound,0.275935,True,American Staffordshire terrier,0.0949906,True,10262,2146
59,867900495410671616,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 https://t.co/JMhDNv5wXZ",,None ,2017,5,26,12.0,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,Labrador retriever,0.522644,True,kuvasz,0.332461,True,dalmatian,0.0320081,True,24408,4276
60,867051520902168576,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 https://t.co/M5Rz0R8SIQ",,None ,2017,5,23,13.0,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,Samoyed,0.471403,True,Pekinese,0.302219,True,Pomeranian,0.156606,True,32647,8083
61,866686824827068416,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,Lili,None ,2017,5,22,12.0,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,flat-coated retriever,0.51473,True,groenendael,0.30640700000000004,True,curly-coated retriever,0.0613141,True,19590,3586
62,865718153858494464,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg",Boomer,None ,2017,5,19,13.0,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,golden retriever,0.673664,True,kuvasz,0.157523,True,Labrador retriever,0.126073,True,25972,5770
63,865359393868664832,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc,Sammy,None ,2017,5,19,13.0,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,Chesapeake Bay retriever,0.832435,True,Labrador retriever,0.163551,True,Weimaraner,0.00277025,True,26864,5152
64,865006731092295680,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o,Nelly,None ,2017,5,18,13.0,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,Pembroke,0.989882,True,Cardigan,0.00990646,True,basenji,0.000134952,True,28438,7907
65,864279568663928832,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck,Meatball,None ,2017,5,16,12.0,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,bull mastiff,0.668613,True,French bulldog,0.180562,True,Staffordshire bullterrier,0.0522374,True,14857,3142
66,864197398364647424,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr,Paisley,None ,2017,5,15,13.0,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,golden retriever,0.945905,True,Labrador retriever,0.0212636,True,Tibetan mastiff,0.0204928,True,30676,9245
67,863062471531167744,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt",Quinn,None ,2017,5,12,13.0,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,French bulldog,0.935804,True,pug,0.0595762,True,boxer,0.00141218,True,8693,2559
68,862831371563274240,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey https://t.co/ixOFQ1tfqE",Zooey,None ,2017,5,12,13.0,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,Australian terrier,0.207281,True,Irish terrier,0.156296,True,German shepherd,0.123536,True,19550,5262
69,862096992088072192,We only rate dogs. Please don't send perfectly toasted marshmallows attempting to drive. Thank you... 13/10 https://t.co/nvZyyrp0kd,,None ,2017,5,10,13.0,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,chow,0.677589,True,Pomeranian,0.270648,True,Pekinese,0.0381099,True,76142,24173
70,861383897657036800,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy https://t.co/QFRlbZw4Z1,Hobbes,None ,2017,5,8,13.0,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,Cardigan,0.771008,True,Pembroke,0.137174,True,French bulldog,0.0633086,True,36813,11101
71,860524505164394496,This is Carl. He likes to dance. Doesn't care what you think about it. 13/10 h*ckin confident pup https://t.co/C2zHcNIu4I,Carl,None ,2017,5,5,13.0,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,Bedlington terrier,0.286558,True,toy poodle,0.235193,True,Lakeland terrier,0.08795069999999999,True,24142,5483
72,859924526012018688,Meet Milky. She has no idea what happened. Just as pupset as you. Perhaps a sheep exploded. Even offered to help clean. 12/10 very good girl https://t.co/g8vpXFzw29,Milky,None ,2017,5,4,12.0,https://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg,French bulldog,0.254587,True,Staffordshire bullterrier,0.192558,True,hog,0.10027,False,19991,4266
73,859607811541651456,Sorry for the lack of posts today. I came home from school and had to spend quality time with my puppo. Her name is Zoey and she's 13/10 https://t.co/BArWupFAn0,,puppo,2017,5,3,13.0,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,golden retriever,0.8955290000000001,True,Irish setter,0.0240993,True,Labrador retriever,0.0192854,True,19023,1639
74,858843525470990336,I have stumbled puppon a doggo painting party. They're looking to be the next Pupcasso or Puppollock. All 13/10 would put it on the fridge https://t.co/cUeDMlHJbq,,doggo,2017,5,1,13.0,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,golden retriever,0.57812,True,Labrador retriever,0.286059,True,bloodhound,0.0269173,True,15927,3627
75,858471635011153920,This is Sophie. She just arrived. Used pawority shipping. Speedy as h*ck delivery. 13/10 would carefully assemble https://t.co/8jOC4zhNxy,Sophie,None ,2017,4,30,13.0,https://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg,Pembroke,0.987407,True,Cardigan,0.00872303,True,basenji,0.00342373,True,22070,5058
76,858107933456039936,This is Wyatt. He had an interview earlier today. Was just told he didn't get the job. A h*ckin injustice. Still 12/10 keep your chin pup https://t.co/QXA4sCXSDF,Wyatt,None ,2017,4,28,12.0,https://pbs.twimg.com/media/C-icm_WXUAAmuRR.jpg,golden retriever,0.863874,True,Labrador retriever,0.01592,True,doormat,0.0106153,False,16145,3041
77,857989990357356544,This is Rosie. She was just informed of the walk that's about to happen. Knows there are many a stick along the way. 12/10 such excite https://t.co/sOl7cFaP5X,Rosie,None ,2017,4,28,12.0,https://pbs.twimg.com/media/C-gxV9ZXkAIBL-S.jpg,French bulldog,0.43258,True,English springer,0.325898,True,Lakeland terrier,0.0426179,True,16533,2700
